,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
15244,1,1,0,38.903721000000004,-77.00588499999999,399489.49799999996,137318.341,0,38.903721000000004,-77.005894,2018-09-28 04:00:00+00:00,L ST NE,12053492,1.5150911
15271,1,1,0,38.905262,-77.04815699999999,395823.02,137490.546,0,38.905406,-77.04803000000001,2018-12-03 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,48.972595399999996
15290,1,1,0,38.90331,-77.02143199999999,398140.987,137272.949,0,38.903312,-77.021621,2018-04-05 04:00:00+00:00,NEW YORK AVE NW,11064672,33.671030200000004
15368,1,2,0,38.907317,-77.00915,399206.354,137717.5,0,38.907278000000005,-77.009128,2017-04-26 04:00:00+00:00,N ST NE,12063182,10.347744699999998
15376,1,1,0,38.922546000000004,-77.07088399999999,393853.18,139410.41,0,38.922546000000004,-77.07088399999999,2018-09-29 04:00:00+00:00,CALVERT ST NW,11020022,0.07068350000000001
15554,1,1,0,38.878752,-76.964765,403057.333,134547.18099999998,0,38.878544,-76.964795,2018-06-06 04:00:00+00:00,K ST SE,13050892,19.2350831
15622,1,1,0,38.919178,-77.012149,398946.43,139034.2,0,38.919178,-77.012149,2017-04-26 04:00:00+00:00,W ST NW,11090152,0.08694210000000001
15687,1,1,0,38.916643,-77.00890799999999,399227.474,138752.814,0,38.916643,-77.008882,2017-04-27 04:00:00+00:00,RHODE ISLAND AVE NE,12075462,23.858087899999997
15821,1,1,0,38.913259000000004,-77.03459000000001,396985.86,138344.957,0,38.913259000000004,-77.03459000000001,2018-10-01 04:00:00+00:00,15TH ST NW,11001502,32.948369
15841,1,1,0,38.927176,-77.00589699999999,399488.67799999996,139922.054,0,38.926911,-77.00638199999999,2018-10-01 04:00:00+00:00,FRANKLIN ST NE,12038092,13.3866964
15900,1,1,0,38.923233,-77.046468,395970.499,139485.83,0,38.923233,-77.046468,2017-04-28 04:00:00+00:00,BILTMORE ST NW,11015732A,75.6092853
15930,1,1,0,38.894427,-77.00203499999999,399823.434,136286.568,0,38.894689,-77.002473,2018-10-03 04:00:00+00:00,MASSACHUSETTS AVE NE,12059602,39.042919
16052,1,1,0,38.923807000000004,-76.986681,401154.93299999996,139548.125,0,38.923583,-76.988233,2018-10-12 04:00:00+00:00,RHODE ISLAND AVE NE,12075462,123.07974340000001
16068,1,1,0,38.900117,-76.981833,401575.89700000006,136918.45,0,38.900089,-76.983251,2018-10-12 04:00:00+00:00,,,-999.0
16122,1,1,1,38.891824,-76.990247,400846.1,135997.76,0,38.891824,-76.990016,2017-05-08 04:00:00+00:00,CONSTITUTION AVE NE,12025352,28.9078469
16180,1,1,0,38.965151,-77.027692,397600.089,144138.011,0,38.965154,-77.027736,2017-04-28 04:00:00+00:00,RITTENHOUSE ST NW,11076242,22.3491445
16183,1,1,0,38.932633,-76.99616800000001,400332.223,140527.77300000002,0,38.932305,-76.996125,2017-05-07 04:00:00+00:00,MONROE ST NE,12061422,8.018990400000002
16197,1,1,0,38.953066,-77.019726,398290.191,142796.28,0,38.953066,-77.01974200000001,2017-05-07 04:00:00+00:00,HAMILTON ST NW,11042902,7.9743315
16204,1,1,0,38.914658,-77.074199,393565.027,138535.02599999998,0,38.914411,-77.073954,2018-09-09 04:00:00+00:00,S ST NW,11077672,20.69
16270,1,1,0,38.915532,-77.012375,398926.74600000004,138629.56900000002,0,38.915628000000005,-77.01224,2018-08-22 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,13.06
16417,1,2,0,38.835667,-76.99408000000001,400513.95700000005,129763.829,0,38.835086,-76.99436800000001,2018-10-12 04:00:00+00:00,9TH ST SE,13000902,42.08
16431,1,1,0,38.897349,-77.031963,397227.283,136611.5,0,38.897341,-77.031962,2018-10-12 04:00:00+00:00,F ST NW,11034382,0.8857366
16497,1,1,0,38.906883,-77.063066,394529.935,137671.196,0,38.906895,-77.063027,2017-05-08 04:00:00+00:00,N ST NW,11063182,7.8309774
16511,1,1,0,38.892252,-77.010051,399128.01200000005,136045.234,0,38.892227,-77.01017399999999,2017-05-08 04:00:00+00:00,CONSTITUTION AVE NW,11025352,22.6217093
16532,1,1,0,38.896396,-77.009703,399158.255,136505.283,0,38.896281,-77.00990999999999,2018-11-14 05:00:00+00:00,E ST NW,11031332,25.163957699999997
16641,1,1,0,38.927409999999995,-77.034315,397024.48799999995,139948.587,0,38.927324,-77.034306,2017-04-06 04:00:00+00:00,15TH ST NW,11001502,109.9553803
16753,1,1,0,38.897293,-77.002038,399823.2,136604.768,0,38.897293,-77.002071,2019-11-19 05:00:00+00:00,3RD ST NE,12000302,5.5
16754,1,1,0,38.903579,-77.025984,397746.19,137302.87,0,38.903613,-77.025932,2018-10-13 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,5.889504799999999
16782,1,1,0,38.912602,-77.001372,399881.041,138304.214,0,38.912684999999996,-77.001372,2017-05-10 04:00:00+00:00,3RD ST NE,12000302,58.10961329999999
16838,1,1,0,38.882113000000004,-76.989892,400877.06,134919.772,0,38.882346999999996,-76.98990500000001,2018-03-19 04:00:00+00:00,12TH ST SE,13001202,31.1480355
16856,1,1,0,38.914462,-77.022416,398055.96,138510.892,0,38.914226,-77.021824,2018-10-16 04:00:00+00:00,T ST NW,11084562,157.94216369999998
16886,1,1,0,38.917003,-77.03649200000001,396835.269,138793.369,0,38.917003,-77.03649200000001,2017-05-12 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,0.0903936
16940,1,1,0,38.900099,-76.98351600000001,401429.856,136916.35199999998,0,38.900115,-76.983528,2017-05-10 04:00:00+00:00,15TH ST NE,12001502,7.626561200000001
17176,1,1,0,38.881382,-77.026804,397674.27,134838.875,0,38.881334,-77.026836,2017-05-02 04:00:00+00:00,12TH ST SW,14001202,11.0710545
17192,1,1,0,38.904171000000005,-77.025887,397754.635,137368.641,0,38.895709000000004,-77.025812,2017-05-03 04:00:00+00:00,10TH ST NW,11001002,8.7142144
17214,1,1,0,38.912887,-77.038483,396662.414,138336.522,0,38.912887,-77.038534,2017-05-03 04:00:00+00:00,R ST NW,11074162,31.065346299999998
17248,1,1,0,38.917339,-77.04165,396387.99,138830.896,0,38.917339,-77.04149,2017-05-04 04:00:00+00:00,U ST NW,11087232,41.8392474
17283,1,1,0,38.893578000000005,-76.99616800000001,400332.4,136192.34,0,38.893678,-76.99605600000001,2017-05-04 04:00:00+00:00,7TH ST NE,12000702,14.83
17364,1,1,0,38.905297,-77.01474499999999,398721.085,137493.37300000002,0,38.905286,-77.014782,2017-05-03 04:00:00+00:00,NEW YORK AVE NW,11064672,8.3955396
17410,1,1,0,38.93612,-77.029728,397422.62100000004,140915.316,0,38.93612,-77.02994,2017-05-03 04:00:00+00:00,SPRING RD NW,11081832,26.1191879
17440,1,1,0,38.902515,-77.003569,399690.43,137184.456,0,38.902515,-77.003569,2017-05-03 04:00:00+00:00,K ST NE,12050892,0.014941999999999999
17455,1,1,0,38.904149,-76.986572,401164.768,137365.909,0,38.904032,-76.986654,2017-05-03 04:00:00+00:00,,,-999.0
17515,1,1,0,38.931239,-77.012151,398946.398,140373.13,0,38.931239,-77.012151,2018-10-10 04:00:00+00:00,IRVING ST NW,11048752,0.05
17519,1,1,0,38.907242,-77.029912,397405.547,137709.6,0,38.907185999999996,-77.031602,2018-10-10 04:00:00+00:00,14TH ST NW,11001402,30.816627
17648,1,1,0,38.893295,-77.021919,398098.477,136161.2,0,38.893209999999996,-77.02199,2019-09-27 04:00:00+00:00,7TH ST NW,11000702,11.24
17840,1,1,0,38.942925,-77.025785,397764.68100000004,141670.62300000002,0,38.942925,-77.025785,2018-03-18 04:00:00+00:00,IOWA AVE NW,11048552,0.08253150000000001
17902,1,1,0,38.912609,-77.04541800000001,396060.945,138305.954,0,38.912719,-77.04541800000001,2017-05-06 04:00:00+00:00,CONNECTICUT AVE NW,11025152,25.877940399999996
18081,1,1,0,38.915572999999995,-77.036508,396833.87,138634.628,0,38.915572999999995,-77.036508,2017-05-15 04:00:00+00:00,T ST NW,11084562,0.8384828000000001
18112,1,1,0,38.90456,-77.031635,397256.033,137391.031,0,38.90456,-77.031635,2017-05-16 04:00:00+00:00,14TH ST NW,11001402,34.0049759
18115,1,1,0,38.928644,-77.03218299999999,397209.41,140085.521,0,38.928391999999995,-77.032228,2018-10-20 04:00:00+00:00,14TH ST NW,11001402,58.321792599999995
18134,1,1,0,38.905251,-77.02705999999999,397625.57,137489.906,0,38.905251,-77.02705999999999,2018-10-20 04:00:00+00:00,11TH ST NW,11001102,2.3335527000000003
18182,1,1,0,38.915125,-77.093243,391913.441,138588.385,0,38.915125,-77.093243,2017-05-17 04:00:00+00:00,RESERVOIR RD NW,11075332,0.8824477
18187,1,1,1,38.955934,-77.02725699999999,397637.44,143114.76,0,38.955928,-77.027273,2017-05-17 04:00:00+00:00,KENNEDY ST NW,11052062,37.1399597
18189,1,1,0,38.897333,-77.019288,398326.852,136609.432,0,38.897293,-77.019287,2017-05-16 04:00:00+00:00,5TH ST NW,11000502,31.4065555
18199,1,1,1,38.931121000000005,-77.055925,395150.99299999996,140361.49,0,38.931283,-77.055965,2019-08-25 04:00:00+00:00,CONNECTICUT AVE NW,11025152,52.48
18229,1,1,0,38.90894,-77.01892600000001,398358.516,137897.823,0,38.90894,-77.01870500000001,2017-05-17 04:00:00+00:00,O ST NW,11065842,44.506756700000004
18366,1,1,0,38.902978000000004,-77.051416,395540.12200000003,137237.08,0,38.902905,-77.050561,2018-06-15 04:00:00+00:00,PENNSYLVANIA AVE NW,11069812,74.6392348
18525,1,1,0,38.896128999999995,-77.01565,398642.385,136475.701,0,38.895963,-77.015652,2017-05-18 04:00:00+00:00,3RD ST NW,11000302,44.419510700000004
18527,1,1,0,38.914831,-77.046311,395983.631,138552.645,0,38.914799,-77.046311,2017-05-18 04:00:00+00:00,CONNECTICUT AVE NW,11025152,6.184165900000001
18539,1,1,0,38.903743,-77.0449,396105.43799999997,137321.725,0,38.903743,-77.0449,2017-05-18 04:00:00+00:00,L ST NW,11053492,0.0960668
18599,1,1,0,38.893327,-77.014235,398765.12799999997,136164.654,0,38.89205,-77.01519,2017-05-17 04:00:00+00:00,CONSTITUTION AVE NW,11025352,82.6401078
18678,1,1,0,38.939493,-77.032729,397162.511,141289.84900000002,0,38.939609999999995,-77.032699,2018-10-22 04:00:00+00:00,SHEPHERD ST NW,11079562,14.820403099999998
18872,1,1,0,38.926606,-76.994963,400436.777,139858.761,0,38.926606,-76.99497099999999,2017-05-18 04:00:00+00:00,HAMLIN ST NE,12043032,90.3166202
18886,1,1,0,38.907121000000004,-77.012169,398944.529,137695.821,0,38.907121000000004,-77.012165,2017-05-18 04:00:00+00:00,N ST NW,11063182,12.6772258
18989,1,1,0,38.933094,-77.023811,397935.45700000005,140579.259,0,38.933115,-77.023557,2017-05-20 04:00:00+00:00,PARK RD NW,11068902,23.803584100000002
19212,1,1,0,38.909971,-77.03455699999999,397002.82,138012.691,0,38.909971,-77.034492,2017-05-12 04:00:00+00:00,P ST NW,11068382,36.1889076
19500,1,1,0,38.896868,-77.006417,399443.37100000004,136557.586,0,38.896302,-77.007518,2018-10-17 04:00:00+00:00,COLUMBUS CIR NE 1,12024732,55.126321700000005
19522,1,1,0,38.896868,-77.006417,399443.37100000004,136557.586,0,38.896468,-77.007289,2018-10-17 04:00:00+00:00,COLUMBUS CIR NE 1,12024732,49.984907
19864,1,2,0,38.873753,-76.976351,402052.196,133991.96300000002,0,38.873751,-76.976519,2019-05-29 04:00:00+00:00,YOUNG ST SE,13095162,19.91
20083,1,1,0,38.897132,-77.003509,399695.595,136586.91,0,38.897338,-77.003502,2019-03-05 05:00:00+00:00,F ST NE,12034382,1.1236692
20089,1,1,0,38.875289,-76.96112,403373.80299999996,134162.897,0,38.875741,-76.961162,2019-11-02 04:00:00+00:00,ANACOSTIA RD SE & BRANCH AVE SE,13010532,10.0
20154,1,1,0,38.903739,-77.035628,396909.655,137320.97699999998,0,38.903726,-77.035628,2017-05-22 04:00:00+00:00,16TH ST NW,11001602,79.2107511
20733,1,1,0,38.925357,-77.03845,396665.91,139720.82,0,38.925357,-77.03845,2019-09-11 04:00:00+00:00,QUARRY RD NW,11073192,0.03
20911,1,1,0,38.880520000000004,-77.004711,399591.279,134742.83800000002,0,38.880441,-77.004829,2018-10-28 04:00:00+00:00,H ST SE,13042442,68.61
20974,1,2,0,38.891071999999994,-76.95281999999999,404093.05799999996,135915.234,0,38.890731,-76.95244699999999,2018-10-28 04:00:00+00:00,AMES ST NE 1,12010272,55.1825336
21063,1,1,0,38.905646999999995,-77.02703699999999,397654.87,137532.53,0,38.905648,-77.02703699999999,2018-10-24 04:00:00+00:00,M ST NW,11057852,0.09188980000000001
21079,1,1,0,38.902415999999995,-77.02962600000001,397430.25,137173.916,0,38.902415999999995,-77.029736,2018-12-07 05:00:00+00:00,K ST NW,11050892,15.176281900000001
21083,1,1,0,38.896055,-77.02704200000001,397654.165,136467.656,0,38.896055,-77.027091,2018-04-06 04:00:00+00:00,E ST NW,11031332,10.0431367
21380,1,1,0,38.946784,-76.97882800000001,401835.336,142098.878,0,38.946644,-76.979005,2017-05-20 04:00:00+00:00,MICHIGAN AVE NE,12060582,97.0593628
21542,1,1,0,38.916996999999995,-77.028083,397564.51,138792.5,0,38.916948,-77.028064,2017-04-08 04:00:00+00:00,U ST NW,11087232,5.7130257
21708,1,1,1,38.928763000000004,-77.03331999999999,397110.86299999995,140098.77300000002,0,38.928832,-77.033327,2018-09-11 04:00:00+00:00,14TH ST NW,11001402,59.54125
21811,1,1,0,38.902516999999996,-77.012272,398944.27,137184.71,0,38.902448,-77.012272,2018-04-14 04:00:00+00:00,K ST NW,11050892,11.5859522
21882,1,1,0,38.902116,-77.021915,398099.052,137140.384,0,38.902116,-77.021912,2017-05-21 04:00:00+00:00,K ST NW,11050892,0.8897684000000001
21883,1,1,0,38.903739,-77.033078,397130.88,137320.79,0,38.903739,-77.033077,2019-09-28 04:00:00+00:00,L ST NW,11053492,0.1
21908,1,1,0,38.903728,-76.996438,400308.956,137319.155,0,38.905194,-76.996197,2019-11-02 04:00:00+00:00,7TH ST NE,12000702,11.99
21943,1,1,0,38.899814,-77.02220799999999,398073.55700000003,136884.88199999998,0,38.899689,-77.022209,2017-05-21 04:00:00+00:00,7TH ST NW,11000702,29.278628100000002
22072,1,1,0,38.914034,-77.05323100000001,395383.43,138464.45,0,38.914034,-77.05323100000001,2018-10-31 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,0.09
22163,1,1,0,38.924708,-77.075916,393417.0,139650.749,0,38.924704999999996,-77.075924,2017-05-28 04:00:00+00:00,DAVIS PL NW,11027752,129.4439304
22175,1,1,0,38.916812,-77.00904200000001,399215.88,138771.519,0,38.916812,-77.00904200000001,2018-12-09 05:00:00+00:00,RHODE ISLAND AVE NE & NORTH CAPITOL ST BN,12075462,0.1
22201,1,1,0,38.884271999999996,-76.99669200000001,400287.052,135159.321,0,38.884532,-76.99669300000001,2017-05-28 04:00:00+00:00,7TH ST SE,13000702,53.460213
22220,1,1,0,38.938114,-77.029133,397474.219,141136.65,0,38.938114,-77.02901999999999,2018-11-01 04:00:00+00:00,KANSAS AVE NW,11051352,30.169640500000003
22237,1,1,0,38.882723999999996,-76.99618000000001,400331.42,134987.54,0,38.882723999999996,-76.99618000000001,2017-04-09 04:00:00+00:00,7TH ST SE,13000702,0.02
22405,1,1,0,38.91598,-77.033796,397069.06299999997,138679.734,0,38.915867999999996,-77.034625,2018-06-17 04:00:00+00:00,,,-999.0
22441,1,1,0,38.901388,-77.048829,395764.451,137060.43300000002,0,38.901587,-77.048929,2018-10-29 04:00:00+00:00,22ND ST NW & Ramp-36001812 & Ramp-36003902,11002202,56.24
22455,1,1,0,38.922272,-77.042019,396356.22,139378.425,0,38.922207,-77.042449,2018-11-02 04:00:00+00:00,COLUMBIA RD NW,11024632,99.0571839
22467,1,1,0,38.910034,-77.029114,397474.92,138019.5,0,38.909106,-77.029674,2019-03-06 05:00:00+00:00,LOGAN CIR NW,11056552,114.5468452
22506,1,1,0,38.89812,-77.017551,398477.492,136696.679,0,38.897245,-77.01894899999999,2018-11-01 04:00:00+00:00,G ST NW,11038612,144.78692990000002
22570,1,2,0,38.924756,-77.03224200000001,397204.16,139653.88,0,38.924756,-77.03224200000001,2018-07-19 04:00:00+00:00,FAIRMONT ST NW,11034582,0.038742
22575,1,1,0,38.91533,-77.027036,397655.30299999996,138607.388,0,38.91533,-77.026781,2018-11-01 04:00:00+00:00,T ST NW,11084562,34.898179999999996
22681,1,1,1,38.955308,-77.032859,397151.86,143045.388,0,38.955307,-77.03294,2017-05-29 04:00:00+00:00,JEFFERSON ST NW,11049922,18.696294199999997
22836,1,1,0,38.947006,-77.030456,397359.893,142123.797,0,38.947140000000005,-77.0306,2018-11-02 04:00:00+00:00,ARKANSAS AVE NW,11011052,28.3241245
22870,1,3,0,38.927847,-77.025942,397750.552,139996.85199999998,0,38.927873999999996,-77.02594599999999,2017-05-29 04:00:00+00:00,SHERMAN AVE NW,11080082,12.9327628
22907,1,1,0,38.903084,-76.98214200000001,401549.032,137247.732,0,38.902681,-76.981514,2018-10-18 04:00:00+00:00,OATES ST NE,12066362,69.8387316
22971,1,1,0,38.960634000000006,-77.075004,393499.396,143638.799,0,38.960971,-77.074612,2018-11-03 04:00:00+00:00,KANAWHA ST NW,11051222,79.44800740000001
22986,1,1,0,38.897132,-77.003509,399695.595,136586.91,0,38.897132,-77.003284,2018-11-03 04:00:00+00:00,F ST NE,12034382,30.0
23017,2,1,0,38.895489000000005,-77.033564,397088.33,136405.06699999998,0,38.895534000000005,-77.03357199999999,2017-05-24 04:00:00+00:00,15TH ST NW,11001502,8.399761900000001
23160,1,1,0,38.901344,-77.034914,396971.468,137055.057,0,38.901325,-77.034588,2018-10-29 04:00:00+00:00,15TH ST NW & VERMONT AVE NW,11001502,1.25
23198,1,1,0,38.904736,-76.991722,400718.049,137430.988,0,38.904802000000004,-76.991885,2018-10-29 04:00:00+00:00,MORSE ST NE 1,12062202,23.206936499999998
23275,1,1,0,38.897349,-77.03015699999999,397383.987,136611.466,0,38.897391,-77.03161,2018-10-29 04:00:00+00:00,14TH ST NW,11001402,30.995971700000002
23282,1,1,0,38.903379,-77.026454,397705.394,137280.72,0,38.903756,-77.02634300000001,2018-10-29 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,8.9959799
23319,1,1,0,38.896557,-77.00788399999999,399316.039,136523.143,0,38.896468,-77.00783100000001,2018-10-29 04:00:00+00:00,COLUMBUS CIR NE,12024732,25.76
23388,1,1,0,38.935658000000004,-77.019204,398334.992,140863.731,0,38.935658000000004,-77.01918,2017-05-26 04:00:00+00:00,PRINCETON PL NW,11072342,23.3407098
23432,1,1,0,38.891115,-77.007819,399216.07,135772.41,0,38.891115,-77.007819,2018-10-30 04:00:00+00:00,,,
23558,1,1,0,38.910548999999996,-77.009662,399161.98299999995,138076.301,0,38.910433000000005,-77.009723,2018-10-30 04:00:00+00:00,BATES ST NW,11014102,8.023183
23607,1,1,0,38.934107,-77.026326,397717.47799999994,140691.76,0,38.935885999999996,-77.02469,2018-10-30 04:00:00+00:00,QUEBEC PL NW,11073252,43.85
23616,1,1,0,38.887565,-77.01628199999999,398587.403,135525.045,0,38.887571,-77.01628199999999,2017-05-26 04:00:00+00:00,MARYLAND AVE SW,14059472,26.8740984
23777,1,1,0,38.941064000000004,-77.025306,397806.12,141464.017,0,38.940796,-77.025283,2018-10-30 04:00:00+00:00,GEORGIA AVE NW,11040042,4.06
23804,1,2,0,38.902515,-77.009364,399187.783,137184.449,0,38.902459,-77.009364,2017-05-26 04:00:00+00:00,K ST NE,12050892,26.7191356
23838,1,1,0,38.922428000000004,-77.027036,397655.52,139395.304,0,38.922428000000004,-77.027036,2017-05-26 04:00:00+00:00,CLIFTON ST NW,11024112,0.033031300000000006
23840,1,1,0,38.868581,-76.98076999999999,401668.80700000003,133417.711,0,38.868582,-76.980846,2017-05-26 04:00:00+00:00,MINNESOTA AVE SE,13061162,14.914964000000001
23892,1,1,0,38.905091,-77.058105,394960.10799999995,137472.05800000002,0,38.905089000000004,-77.058251,2018-10-31 04:00:00+00:00,M ST NW,11057852,20.5704948
24039,1,1,0,38.903974,-77.033541,397090.68700000003,137346.969,0,38.903721000000004,-77.03312700000001,2018-11-05 05:00:00+00:00,L ST NW,11053492,4.7
24047,1,1,0,38.933440000000004,-76.99979499999999,400017.749,140617.428,0,38.931643,-77.001273,2018-11-06 05:00:00+00:00,,,-999.0
24159,1,1,0,38.936003,-77.05793299999999,394977.223,140903.5,0,38.935947,-77.058093,2017-06-01 04:00:00+00:00,ORDWAY ST NW,11067732,67.60882509999999
24304,2,3,0,38.958110999999995,-77.014524,398741.152,143356.217,0,38.958009999999994,-77.014297,2019-08-28 04:00:00+00:00,KANSAS AVE NW,11051352,39.41
24393,1,1,0,38.847452000000004,-76.97916500000001,401808.62,131072.22,0,38.847358,-76.979863,2019-10-24 04:00:00+00:00,STANTON RD SE,13082352,51.23
24494,1,1,0,38.928653999999995,-77.073223,393650.906,140088.675,0,38.928622,-77.07326,2017-06-02 04:00:00+00:00,WISCONSIN AVE NW,11094052,8.5893827
24600,1,1,0,38.916622,-77.05676700000001,395076.92,138752.0,0,38.916622,-77.05676700000001,2017-06-03 04:00:00+00:00,BELMONT RD NW & MASSACHUSETTS AVE NW,11014952,0.04
24666,1,1,0,38.926721,-77.012142,398947.11600000004,139871.604,0,38.926717,-77.009028,2018-11-07 05:00:00+00:00,MICHIGAN AVE NW,11060582,274.337598
24830,1,1,0,38.888671,-76.979114,401812.041,135647.866,0,38.888631,-76.979114,2018-11-08 05:00:00+00:00,18TH ST SE,13001802,11.1877634
24832,1,2,0,38.943556,-77.063154,394525.083,141742.274,0,38.943509999999996,-77.063285,2017-04-10 04:00:00+00:00,VAN NESS ST NW,11088922,50.5616408
24886,1,1,0,38.901519,-77.023986,397919.391,137074.105,0,38.901928999999996,-77.02444399999999,2018-11-07 05:00:00+00:00,9TH ST NW & NEW YORK AVE NW,11000902,43.26
24909,1,1,0,38.912521999999996,-77.008555,399258.01399999997,138295.3,0,38.91252,-77.008546,2017-06-03 04:00:00+00:00,R ST NE,12074162,8.0783979
24998,1,1,0,38.91261,-77.038513,396659.81700000004,138305.796,0,38.9126,-77.038513,2017-04-10 04:00:00+00:00,17TH ST NW,11001702,2.7742923
25026,1,2,0,38.894736,-77.003551,399695.43,136326.67,0,38.894736,-77.003551,2017-05-30 04:00:00+00:00,D ST NE,12026912,6.6857492
25316,1,1,0,38.902377,-77.015179,398683.37,137169.238,0,38.902377,-77.015185,2017-05-30 04:00:00+00:00,K ST NW,11050892,15.680639999999999
25327,1,1,0,38.898915,-77.002269,399803.174,136784.865,0,38.898924,-77.002269,2017-05-30 04:00:00+00:00,3RD ST NE,12000302,20.0606702
25476,1,1,0,38.903602,-77.026048,397740.65,137305.457,0,38.903593,-77.026053,2017-05-31 04:00:00+00:00,10TH ST NW,11001002,5.8622653
25719,1,1,0,38.932724,-77.018812,398368.909,140538.034,0,38.932728999999995,-77.018777,2017-05-31 04:00:00+00:00,PARK RD NW,11068902,4.2364572
25889,2,2,0,38.898623,-77.007177,399378.36,136784.67,0,38.898623,-77.007177,2018-05-20 04:00:00+00:00,,,
25922,1,1,0,38.917,-77.02703699999999,397655.29,138792.751,0,38.917,-77.02703699999999,2017-06-01 04:00:00+00:00,U ST NW,11087232,0.8059387
